Model,Dataset,Accuracy (%),Precision (%),Recall (%),F1-Score (%),AUC (%),Inference (ms),Parameters (M)
Hybrid MobileNetV2+DenseNet121+CBAM 224x224,Brain Tumor MRI (Balanced),93.1313,92.6693,92.5253,92.5171,,778.0,10.144
