Model,Dataset,Accuracy (%),Precision (%),Recall (%),F1-Score (%),AUC (%),Inference (ms),Parameters (M)
Hybrid_MobDenseNet_CBAM_GradCAM 224x224,Brain Tumor MRI (Balanced),91.0798,91.5465,91.0798,91.0438,99.147,27.81,10.144
