loss,accuracy,val_loss,val_accuracy,lr
0.5448733568191528,0.7912885546684265,0.566987931728363,0.7895833253860474,0.002
0.35615968704223633,0.8584392070770264,0.5543879270553589,0.7916666865348816,0.002
0.3230336010456085,0.8740925788879395,0.6534858345985413,0.768750011920929,0.002
0.2923763692378998,0.8833938241004944,0.3837079703807831,0.831250011920929,0.002
0.2759171426296234,0.8881579041481018,0.3803381621837616,0.8645833134651184,0.002
0.24007239937782288,0.9081215858459473,0.4236201345920563,0.8500000238418579,0.002
0.23966780304908752,0.9053992629051208,0.2980733811855316,0.8895833492279053,0.002
0.2291446030139923,0.9137930870056152,0.2859379053115845,0.8999999761581421,0.002
0.22813618183135986,0.911297619342804,0.2770167887210846,0.9020833373069763,0.002
0.21478311717510223,0.9201452136039734,0.363116055727005,0.8583333492279053,0.002
0.21328581869602203,0.9185571670532227,0.25241971015930176,0.918749988079071,0.002
0.19830837845802307,0.9246823787689209,0.22972698509693146,0.90625,0.002
0.19582140445709229,0.9237749576568604,0.2399432361125946,0.9020833373069763,0.002
0.1743239313364029,0.9362522959709167,0.22015362977981567,0.918749988079071,0.002
0.17068731784820557,0.932622492313385,0.29138490557670593,0.8916666507720947,0.002
0.16481484472751617,0.9362522959709167,0.30138587951660156,0.8958333134651184,0.002
0.1574195921421051,0.9419237971305847,0.30179068446159363,0.9166666865348816,0.002
0.17225734889507294,0.9360253810882568,0.22436849772930145,0.9083333611488342,0.002
0.16457010805606842,0.9351179599761963,0.23078392446041107,0.9083333611488342,0.002
0.1570708304643631,0.9401088953018188,0.2632550001144409,0.8999999761581421,0.002
0.1397160440683365,0.9473684430122375,0.21774360537528992,0.9145833253860474,0.002
0.15607012808322906,0.9446461200714111,0.2733190953731537,0.9041666388511658,0.002
0.14414872229099274,0.9428312182426453,0.25976142287254333,0.9145833253860474,0.002
0.1545696258544922,0.9426043629646301,0.2251303642988205,0.90625,0.002
0.14713777601718903,0.9448729753494263,0.19674897193908691,0.9208333492279053,0.002
0.12172465026378632,0.9555354118347168,0.23248030245304108,0.9166666865348816,0.002
0.13326971232891083,0.948049008846283,0.22684308886528015,0.925000011920929,0.002
0.12600389122962952,0.9564428329467773,0.31237924098968506,0.8791666626930237,0.002
0.12248984724283218,0.9550816416740417,0.2519853413105011,0.918749988079071,0.002
0.11855731904506683,0.9578039646148682,0.18233591318130493,0.9166666865348816,0.002
0.13351966440677643,0.9555354118347168,0.22972577810287476,0.9145833253860474,0.002
0.12191160768270493,0.9568965435028076,0.1815611869096756,0.9333333373069763,0.002
0.11809444427490234,0.9550816416740417,0.20782208442687988,0.9354166388511658,0.002
0.11545813083648682,0.9609800577163696,0.5373305082321167,0.8708333373069763,0.002
0.11893674731254578,0.9559891223907471,0.24565483629703522,0.918749988079071,0.002
0.1154259666800499,0.9584845900535583,0.22141578793525696,0.9145833253860474,0.002
0.10370562225580215,0.9589383006095886,0.20969495177268982,0.9270833134651184,0.002
0.10267955809831619,0.9618874788284302,0.19359776377677917,0.918749988079071,0.002
0.10652761906385422,0.9607532024383545,0.2016342431306839,0.9333333373069763,0.002
0.1201242059469223,0.9568965435028076,0.22228020429611206,0.9333333373069763,0.002
0.0920676738023758,0.9657440781593323,0.14298884570598602,0.949999988079071,0.002
0.10297831147909164,0.9621143341064453,0.22799891233444214,0.9166666865348816,0.002
0.10321646183729172,0.9602994322776794,0.2359662652015686,0.9229166507720947,0.002
0.09569276124238968,0.9666515588760376,0.21102716028690338,0.9270833134651184,0.002
0.09563987702131271,0.9659709334373474,0.21472787857055664,0.9312499761581421,0.002
0.12635262310504913,0.9548547863960266,0.2499149888753891,0.9083333611488342,0.002
0.12013484537601471,0.9593920111656189,0.247314915060997,0.9145833253860474,0.002
0.0994228646159172,0.9627948999404907,0.30093154311180115,0.8979166746139526,0.002
0.09755576401948929,0.9682395458221436,0.1280469447374344,0.9416666626930237,0.002
0.09548533707857132,0.9646098017692566,0.2816752791404724,0.9020833373069763,0.002
0.08954814076423645,0.9642210006713867,0.26278427243232727,0.918749988079071,0.002
0.09350007027387619,0.9648366570472717,0.19644828140735626,0.9416666626930237,0.002
0.09163440018892288,0.9659709334373474,0.18801265954971313,0.9312499761581421,0.002
0.09714110195636749,0.9648366570472717,0.16742682456970215,0.9395833611488342,0.002
0.092513307929039,0.9677858352661133,0.17372629046440125,0.949999988079071,0.002
0.08302910625934601,0.9707350134849548,0.20831996202468872,0.9229166507720947,0.002
0.08844084292650223,0.9655172228813171,0.21831926703453064,0.9354166388511658,0.002
0.08491311222314835,0.9734573364257812,0.2562875747680664,0.9416666626930237,0.002
0.08129052072763443,0.9711887240409851,0.20750652253627777,0.9333333373069763,0.002
0.06805849075317383,0.975045382976532,0.1788974404335022,0.9354166388511658,0.00040000002
0.06853588670492172,0.9754990935325623,0.16245582699775696,0.9437500238418579,0.00040000002
0.04828118160367012,0.9838929176330566,0.16298702359199524,0.9375,0.00040000002
0.062248554080724716,0.978675127029419,0.1704569011926651,0.9541666507720947,0.00040000002
0.0494096539914608,0.9807168841362,0.16695527732372284,0.9458333253860474,0.00040000002
