Model,Dataset,Accuracy (%),Precision (%),Recall (%),F1-Score (%),AUC (%),Inference (ms),Parameters (M)
Hybrid MobileNetV2+DenseNet121+CBAM 224x224,Brain Tumor MRI (Balanced),95.9573,96.2759,96.2326,96.2244,99.7838,36.619,10.144
